Manuscript,Canonical Story ID,Canonical Story Title,Folio Start,Column Start,Line Start,Folio End,Column End,Line End,Miracle Number,Number of Paintings,Incipit,Macomber Incipit,Confidence Score,Notes
C-Florence (BNCF) 1,142,"The deacon's prayer that contained five times ""Rejoice!"" [tafassehiyat].",,,,,,,4,,,FALSE,,
C-Florence (BNCF) 1,207,The monk who saved the church of Saint Mary in Atrib by his prayers when its destruction had been ordered by the Caliph.,,,,,,,1,,,FALSE,,
C-Florence (BNCF) 2,134,The nominal Christian from Sidon who encountered a dragon.,,,,,,,1,,,FALSE,,
C-Florence (BNCF) 2,135,The sinful deacon who was healed by a drop of Saint Mary's milk.,,,,,,,3,,,FALSE,,
C-Florence (BNCF) 2,136,The brigand whom the king's soldiers could not kill.,,,,,,,4,,,FALSE,,
C-Florence (BNCF) 2,137,The Emperor of Rome who erected an altar in his palace.,,,,,,,5,,,FALSE,,
C-Florence (BNCF) 2,138,"Saint Mary commands a deacon to give Christian burial to a sinful deacon assassinated by his enemies; when they disinter him, a flower is found in his mouth.",,,,,,,6,,,FALSE,,
C-Florence (BNCF) 2,141-A,The bishop for whom Saint Mary tailored a new sackcloth sends a penitent to Santiago.,,,,,,,9,,,FALSE,,
C-Florence (BNCF) 2,143,"Alexander, a Jew from Jerusalem, is delivered three days after he was swallowed up by a dragon.",,,,,,,11,,,FALSE,,
C-Florence (BNCF) 2,144,The pilgrim to Santiago whom Satan persuaded to mutilate himself after falling into a sexual sin.,,,,,,,12,,,FALSE,,
C-Florence (BNCF) 2,145,The priest who could only say the Mass of the Virgin Mary.,,,,,,,13,,,FALSE,,
C-Florence (BNCF) 2,147,The Jewish boy who received Holy Communion with his Christian companions.,,,,,,,15,,,FALSE,,
C-Florence (BNCF) 2,148,The pregnant woman who was caught by the tide while going to the church of Saint Michael (Mont Saint Michel),,,,,,,16,,,FALSE,,
C-Florence (BNCF) 2,149,A man who drowned when a pilgrim ship sank is resuscitated.,,,,,,,17,,,FALSE,,
C-Florence (BNCF) 2,150,The divorced wife who prayed for revenge against her rival.,,,,,,,18,,,FALSE,,
C-Florence (BNCF) 2,151,The woman from Rome whose daughter rose up on the anniversary of her death.,,,,,,,19,,,FALSE,,
C-Florence (BNCF) 2,152,The widow who prayed to Saint Mary and saved her only son from death by hanging.,,,,,,,20,,,FALSE,,
C-Florence (BNCF) 2,153,The young man who used to bring roses to the icon of Saint Mary.,,,,,,,21,,,FALSE,,
C-Florence (BNCF) 2,154,The two women who were attacked by robbers on their way to church.,,,,,,,22,,,FALSE,,
C-Florence (BNCF) 2,155,"The sister of Emperor Constantine who prayed to know how Saint Mary bore the Word of God, but then failed to recognize her Son when he appeared to her in church.",,,,,,,23,,,FALSE,,
C-Florence (BNCF) 2,156,The young novice whom Saint Mary encouraged to persevere in his vocation,,,,,,,24,,,FALSE,,
C-Florence (BNCF) 2,157,The pious official who was accused of embezzlement and of having an affair with the wife of his lord.,,,,,,,25,,,FALSE,,
C-Florence (BNCF) 2,158,The prioress who became pregnant after sinning with a servant.,,,,,,,26,,,FALSE,,
C-Florence (BNCF) 2,159,"A nun sacristan elopes with a priest, but afterwards they repent.",,,,,,,27,,,FALSE,,
C-Leningrad (RAN) 10,142,"The deacon's prayer that contained five times ""Rejoice!"" [tafassehiyat].",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 11,143,"Alexander, a Jew from Jerusalem, is delivered three days after he was swallowed up by a dragon.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 12,144,The pilgrim to Santiago whom Satan persuaded to mutilate himself after falling into a sexual sin.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 13,145,The priest who could only say the Mass of the Virgin Mary.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 14,146,The knight who wanted to seduce the daughter of the cobbler.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 15,147,The Jewish boy who received Holy Communion with his Christian companions.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 17,125,The story of the cannibal from Qemer.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 18,127,"Saint Basil and the Jewish merchant of Caesarea who stole a golden plate from the church, but later became a Christian.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 19,40,"A man prays for his sick son before the icon of Saint Mary; she sends Saint Qirqos, then comes herself with Saint George to cure him.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 2,118,The merchant from Senfewat who struck the icon of Saint Mary.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 20,128,The story of Saint Menas and his brother.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 21,129,"The election of Patriarch Matthew I ,",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 22,130,"The story of Saint Alexius [Abdo l a-Masih], son of Emperor Theodosius.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 23,131,The faded icon of Saint Mary that the mother-in-law wanted to discard.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 24,132,The woman from Cairo whose children all died.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 26,147,The Jewish boy who received Holy Communion with his Christian companions.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 27,148,The pregnant woman who was caught by the tide while going to the church of Saint Michael (Mont Saint Michel),,,,,,,,,,FALSE,,
C-Leningrad (RAN) 28,149,A man who drowned when a pilgrim ship sank is resuscitated.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 29,150,The divorced wife who prayed for revenge against her rival.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 3,119,"When Tafoneya lays hands on the bier of Saint Mary, an angel cuts his arms off.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 30,151,The woman from Rome whose daughter rose up on the anniversary of her death.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 32,153,The young man who used to bring roses to the icon of Saint Mary.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 33,154,The two women who were attacked by robbers on their way to church.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 34,155,"The sister of Emperor Constantine who prayed to know how Saint Mary bore the Word of God, but then failed to recognize her Son when he appeared to her in church.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 35,156,The young novice whom Saint Mary encouraged to persevere in his vocation,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 36,157,The pious official who was accused of embezzlement and of having an affair with the wife of his lord.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 37,158,The prioress who became pregnant after sinning with a servant.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 38,159,"A nun sacristan elopes with a priest, but afterwards they repent.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 39,160,The bee keeper who consulted a sorceress to have more honey.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 4,120,The reopening of the church in Harat Zuwayla.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 40,161,The pious monk (or: Hebrew from Akhmim) whom Saint Mary made young.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 42,163,"The Muslim whom Saint Mary told to receive baptism. Later, as Bishop of Rome, he cut off his hand because of a carnal thought.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 43,164,A nun in prison for her faith prays for two virgins.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 44,165,The sinful woman who despaired when she kept on sinning and swallowed a scorpion.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 45,166,"The prudent monk who suspected that the food that the monks were eating was harmful, but then saw Saint Mary making it tasty for them.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 46,167,The woman who was prevented from fasting by her husband.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 47,168,The noblewoman who was persuaded by her spiritual father to give away her fine clothes.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 47,169,The rich merchant from Constantinople who lost all his money and made the icon of Saint Mary his guarantor when he borrowed money from a usurer.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 48,170,Saint Mary saves from a lion a pious monk who had drunk too much wine.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 49,171,The husband who broke his vow that he would live in continence with his wife.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 5,121,The healing of the Egyptian King Soforon (or Safron).,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 50,172,The merchant who distributed as alms the money that had been loaned him by a friend.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 51,173,"The two brothers from Rome, Peter, a deacon, and Stephen, an avaricious magistrate.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 52,174,Saint Mary saves the soul of a rich sinner who had repented and was planning to build a monastery and become a monk.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 53,175,"Pachomius, the avaricious patriarch of Rome, who sold the chrism of the church.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 54,176,The avaricious priest who visited a dying man who loved bribes.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 55,177,The nun who was dissuaded from eloping with a knight by a vision of Hell.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 56,178,The shepherd near the church of Saint Paul in Rome who was possessed by a demon.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 56,179,The monk who has carried by the bretheren to church when he became too sick to walk.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 57,180,The rich knight who was advised by an abbot to pray to Saint Mary to win the heart of the woman with whom he was in love.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 58,181,The monk custodian of the church who prayed to see Saint Mary.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 59,182,The bankrupt merchant to whom Satan offered two pearls if he would deny Christ and Saint Mary.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 6,122,The miracle concerning the golden ink during the reign of King Dawit.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 60,183,A herdsman saves his beasts in a storm by praying to Saint Mary.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 61,184,The pious mower of hay to whom the gatekeeper gave his daughter in marriage.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 62,185,The rich woman who went with the monks to the manbalis for prayer and there saw a vision of Saint Mary.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 63,186,The robber whom a bishop was commanded tosbury after he was executed.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 65,163,"The Muslim whom Saint Mary told to receive baptism. Later, as Bishop of Rome, he cut off his hand because of a carnal thought.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 66,188,The Jewish cowherd who was baptized by his Christian companions.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 67,189,The mighty Goliath threatens to destroy the monastery of Saint Mary.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 68,190,The Muslim who found an icon of Saint Mary in his house.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 69,191,The only son of a king who dedicated himself to Saint Mary.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 7,116,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 70,192,"The young man who was ready to serve Satan, but refused to deny Saint Mary.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 71,193,"A knight tries to seduce the wife of a friend, but she is saved by a vision.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 72,194,The pious rich man whom Satan served in hopes of destroying him.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 73,195,The peasant who became rich from other people's goods.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 74,196,The hypocritical superior of a monastery who pretended to be religious.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 75,197,The Jew of Constantinople who threw an icon of Saint Mary into the latrine.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 76,198,The woman from Rome who killed the baby she bore after sleeping with her son,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 77,199,"The monk who got himself appointed abbot of another monastery by the king, without the consent of the monks.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 78,200,The young man who offered the ring he had received from his girl friend to the icon of Saint Mary.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 79,201,A ship that was about to founder is saved when they pray to Saint Mary.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 8,140,The sinful deacon whom his enemies could not kill until he had confessed himself to a priest.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 80,202,The Jew who attacked the icon of Saint Mary when he failed to obtain by litigation someone else's property.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 81,203,"The knight who denied Christ at the bidding of Satan, in order to have fine clothes for a reception, but refused to deny Saint Mary.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 82,204,The monk who was custodian of a church near a river and drowned while trying to cross to visit his lover.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 83,205,"The nun who used to pray for the dead, but lost her virginity and died before completing her penance.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 84,206,The nun whom Saint Mary admonished to recite the Hail Mary more attentively.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 85,207,The monk who saved the church of Saint Mary in Atrib by his prayers when its destruction had been ordered by the Caliph.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 86,208,"Abba Mardari, who overheard twelve angels talking about going to Constantinople to hear Saint John Chrysostom praise Saint Mary.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 87,209,The wealthy man to whom Saint Mary appeared in the form of a bird to save the countryside from pestilence.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 88,210,"Thecla is taken to Alexandria to see her brother, Abba Esi, in a boat guided by the Archangels Gabriel and Sureyal.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 89,211,Saint Mary incenses Thecla (continuation of the preceding).,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 9,141-A,The bishop for whom Saint Mary tailored a new sackcloth sends a penitent to Santiago.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 90,212,Abba Esi and Thecla are saved from the torture ordered by the judge (continuation of the preceding).,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 91,213,Saint Paul is taken to the third heaven and there sees Saint Mary.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 92,214,Abba Behor has a vision of Saint Mary.,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 93,215,The vision of Gregory the Seer [ra'eya hebu'at] .,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 93,215,The vision of Gregory the Seer [ra'eya hebu'at] .,,,,,,,,,,FALSE,,
C-Leningrad (RAN) 94,216,"Saint Mary appears to Sawla, the wife of the martyr, Giyorgis Haddis.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) 95,218,"The story of Awr, the son of the princess and the magician, Abrasit.",,,,,,,,,,FALSE,,
C-Leningrad (RAN) l,117,The Apostles gather for the funeral of Saint Mary.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 1,1-A,Vision of Theophilus of Alexandria.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 10,10,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 100,100,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 101,101,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 102,102,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 103,103,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 104,104,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 105,105,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 106,106,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 108,108,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 109,109,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 11,11,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 110,45,"The story of Abadir, a district governor of Egypt.",,,,,,,,,,FALSE,,
C-Veroli (BGV) 111,110,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 112,111,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 113,112,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 114,113,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 115,114,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 116,115,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 117,116,The arrival of the Holy Family in Sāmǝnon.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 118,117,The Apostles gather for the funeral of Saint Mary.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 119,118,The merchant from Senfewat who struck the icon of Saint Mary.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 12,12,"When Tafoneya lays hands on the bier of Saint Mary, an angel cuts his arms off.",,,,,,,,,,FALSE,,
C-Veroli (BGV) 120,119,"When Tafoneya lays hands on the bier of Saint Mary, an angel cuts his arms off.",,,,,,,,,,FALSE,,
C-Veroli (BGV) 121,120,The reopening of the church in Harat Zuwayla.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 122,121,The healing of the Egyptian King Soforon (or Safron).,,,,,,,,,,FALSE,,
C-Veroli (BGV) 123,122,The miracle concerning the golden ink during the reign of King Dawit.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 124,124,Saint Basil and the rich man who refused to give him a tablet [saleda] for an icon of Saint Mary.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 125,125,The story of the cannibal from Qemer.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 126,126,The man who was possessed by a spirit of epilepsy [nagargar] for 47 years.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 127,127,"Saint Basil and the Jewish merchant of Caesarea who stole a golden plate from the church, but later became a Christian.",,,,,,,,,,FALSE,,
C-Veroli (BGV) 128,40,"A man prays for his sick son before the icon of Saint Mary; she sends Saint Qirqos, then comes herself with Saint George to cure him.",,,,,,,,,,FALSE,,
C-Veroli (BGV) 129,128,The story of Saint Menas and his brother.,,,,,,,,,,FALSE,,
C-Veroli (BGV) 13,16,"A nun sacristan elopes with a priest, but afterwards they repent.",,,,,,,,,,FALSE,,
C-Veroli (BGV) 130,129,"The election of Patriarch Matthew I ,",,,,,,,,,,FALSE,,
C-Veroli (BGV) 131,130,"The story of Saint Alexius [Abdo l a-Masih], son of Emperor Theodosius.",,,,,,,,,,FALSE,,
